"start","end","winner","forfeit","ID","fid1","score1","atk1","resp1","pts1","cache1","rb1","ra1","membs1","fid2","score2","atk2","resp2","pts2","cache2","rb2","ra2","membs2","win1","win2","rew1","rew2"
1645898400,1646175854,46529,0,641,"46529",3190,852,2815,42269500,1.07e+09,"Silver I","Silver II",23,"47805",1347,398,645,9691500,0,"Bronze II","Bronze I",15,TRUE,FALSE,1112269500,0
1645884000,1645890251,9533,0,642,"3241",6096,403,1299,19519500,4.7e+08,"Unranked","Unranked",89,"9533",14402,887,4103,61607000,1.54e+09,"Bronze III","Silver I",90,FALSE,TRUE,0,1601607000
1645894800,1645899009,14365,0,643,"9032",1940,164,892,13377000,3.2e+08,"Unranked","Unranked",99,"14365",9341,733,3341,50186500,1.235e+09,"Unranked","Bronze I",89,FALSE,TRUE,0,1285186500
1645974000,1646004447,8706,0,644,"2736",17538,1236,2051,30803500,7.65e+08,"Bronze","Bronze",89,"8706",26442,1541,4045,60742500,1.445e+09,"Unranked","Bronze I",99,FALSE,TRUE,0,1505742500
1645966800,1645976290,13851,0,645,"13851",7788,869,2767,41541500,1.055e+09,"Unranked","Bronze I",99,"15226",386,64,602,9054500,0,"Unranked","Unranked",82,TRUE,FALSE,1096541500,0
1645984800,1646097886,41238,0,646,"41238",15969,2461,4363,65520000,1.7e+09,"Bronze I","Bronze II",95,"43428",8055,1571,1926,28938000,8.05e+08,"Bronze","Bronze",80,TRUE,FALSE,1765520000,0
1645981200,1646010413,7969,0,647,"7969",8045,992,3005,45136000,1.125e+09,"Bronze III","Silver I",63,"15083",1238,255,578,8690500,0,"Unranked","Unranked",70,TRUE,FALSE,1170136000,0
1645970400,1646020846,8124,0,648,"7282",4875,779,1540,23114000,4.7e+08,"Bronze I","Bronze",82,"8124",12579,1801,4129,62016500,1.69e+09,"Bronze I","Bronze II",79,FALSE,TRUE,0,1752016500
1645984800,1646045996,8537,0,649,"8537",18525,1916,6233,93593500,2.39e+09,"Silver II","Silver III",94,"42125",8120,768,3240,48639500,1.085e+09,"Silver III","Silver II",99,TRUE,FALSE,2483593500,0
1645930800,1646019263,40455,0,650,"40455",5041,1016,1707,25616500,6.5e+08,"Unranked","Bronze I",41,"40664",980,241,513,7689500,0,"Unranked","Unranked",43,TRUE,FALSE,675616500,0
1645974000,1646291713,10044,0,651,"10044",2144,428,2095,31440500,7.65e+08,"Bronze III","Silver I",31,"46978",727,191,469,7052500,0,"Unranked","Unranked",19,TRUE,FALSE,796440500,0
1645977600,1646274438,47238,0,652,"39863",1746,468,1319,19792500,4.45e+08,"Silver","Bronze III",22,"47238",3354,761,2084,31304000,0,"Bronze II","Bronze III",16,FALSE,TRUE,0,31304000
1646067600,1646359164,47830,0,653,"37450",2214,476,1438,21612500,4.45e+08,"Silver","Bronze III",23,"47830",3934,821,1338,20111000,0,"Bronze II","Bronze III",15,FALSE,TRUE,0,20111000
1646092800,1646465067,44404,0,654,"14768",1632,450,495,7416500,1.8e+08,"Unranked","Unranked",18,"44404",2353,546,2432,36536500,9.15e+08,"Silver I","Silver II",16,FALSE,TRUE,0,951536500
1646056800,1646088022,16057,0,655,"16057",5844,887,2373,35626500,8.9e+08,"Bronze II","Bronze III",41,"46089",444,119,623,9373000,0,"Bronze","Bronze",50,TRUE,FALSE,925626500,0
1646049600,1646244315,45635,0,656,"38097",2465,377,738,11102000,2.35e+08,"Bronze I","Bronze",13,"45635",4356,541,1003,15060500,4.15e+08,"Unranked","Bronze I",13,FALSE,TRUE,0,430060500
1646092800,1646437399,47314,0,657,"47314",2562,943,1140,17108000,4.15e+08,"Unranked","Bronze I",25,"47893",1722,576,728,10920000,0,"Unranked","Unranked",15,TRUE,FALSE,432108000,0
1646089200,1646427859,41225,0,658,"19297",1220,310,892,13377000,3.2e+08,"Bronze","Bronze",20,"41225",2153,371,1672,25116000,5.55e+08,"Bronze II","Bronze III",18,FALSE,TRUE,0,580116000
1646078400,1646178070,38063,0,659,"17001",4289,884,1007,15106000,3.2e+08,"Unranked","Unranked",64,"38063",9390,1548,2454,36855000,9.15e+08,"Unranked","Bronze I",56,FALSE,TRUE,0,951855000
1646089200,1646334149,42263,0,660,"42263",4127,1108,2357,35399000,7.65e+08,"Unranked","Bronze I",37,"43793",1638,397,888,13331500,0,"Bronze","Bronze",27,TRUE,FALSE,800399000,0
1646150400,1646408528,47760,0,661,"37426",531,139,546,8190000,1.8e+08,"Bronze I","Bronze",19,"47760",2198,512,1446,21703500,0,"Bronze I","Bronze II",15,FALSE,TRUE,0,21703500
1646175600,1646249934,15446,0,662,"15446",6263,953,2363,35490000,7.65e+08,"Bronze III","Silver I",42,"47319",860,208,502,7553000,0,"Unranked","Unranked",50,TRUE,FALSE,800490000,0
1646157600,1646196057,46442,0,663,"42671",1708,286,614,9236500,1.8e+08,"Unranked","Unranked",58,"46442",8008,1059,3445,51733500,1.29e+09,"Bronze I","Bronze II",62,FALSE,TRUE,0,1341733500
1646233200,1646526111,41937,0,664,"41937",1513,400,842,12649000,2.35e+08,"Unranked","Bronze I",14,"47940",527,223,385,5778500,0,"Unranked","Unranked",11,TRUE,FALSE,247649000,0
1646233200,1646293005,42055,0,665,"32781",2189,428,659,9873500,1.8e+08,"Unranked","Unranked",41,"42055",7130,1032,1853,27800500,6.5e+08,"Unranked","Bronze I",53,FALSE,TRUE,0,677800500
1646312400,1646443050,44627,0,666,"42133",694,169,352,5278000,0,"Unranked","Unranked",14,"44627",2960,474,1032,15515500,0,"Unranked","Bronze I",18,FALSE,TRUE,0,15515500
1646330400,1646334708,11747,0,667,"8989",811,61,1272,19110000,0,"Bronze II","Bronze",95,"11747",9615,691,4962,74483500,1.89e+09,"Bronze II","Bronze III",97,FALSE,TRUE,0,1964483500
1646254800,1646579220,10851,0,668,"10851",3289,914,1017,15288000,3.6e+08,"Unranked","Bronze I",15,"41929",2125,486,1101,16516500,0,"Bronze I","Bronze",23,TRUE,FALSE,375288000,0
1646312400,1646379809,42505,0,669,"38481",1805,384,610,9145500,1.8e+08,"Unranked","Unranked",51,"42505",7805,1183,2963,44499000,0,"Bronze I","Bronze II",58,FALSE,TRUE,0,44499000
1646283600,1646616244,19982,0,670,"6557",1935,506,605,9100000,1.8e+08,"Unranked","Unranked",15,"19982",3083,982,2247,33761000,7.9e+08,"Bronze","Bronze I",26,FALSE,TRUE,0,823761000
1646334000,1646381748,25001,0,671,"16634",2853,514,1707,25616500,6.25e+08,"Bronze","Bronze",82,"25001",11359,1885,3001,45045000,1.125e+09,"Unranked","Bronze I",93,FALSE,TRUE,0,1170045000
1646341200,1646577858,42685,0,672,"42685",2298,610,2139,32123000,7.65e+08,"Bronze I","Bronze II",20,"43472",439,146,267,4004000,0,"Unranked","Unranked",16,TRUE,FALSE,797123000,0
1646326800,1646628433,41620,0,673,"41297",3877,981,975,14651000,3.6e+08,"Unranked","Unranked",41,"41620",5477,1244,2056,30849000,6.8e+08,"Unranked","Bronze I",35,FALSE,TRUE,0,710849000
1646370000,1646775602,39779,0,674,"39779",1839,528,1436,21567000,4.7e+08,"Unranked","Bronze I",25,"45415",1491,498,540,8099000,0,"Unranked","Unranked",21,TRUE,FALSE,491567000,0
1646409600,1646438547,8468,0,675,"8468",13545,1006,4568,68568500,1.805e+09,"Bronze I","Bronze II",87,"22492",5441,618,1688,25343500,6.25e+08,"Bronze III","Bronze II",85,TRUE,FALSE,1873568500,0
1646406000,1646515045,37803,0,676,"37803",4047,636,2914,43771000,1.125e+09,"Bronze","Bronze I",19,"40334",1069,243,580,8690500,0,"Bronze I","Bronze",20,TRUE,FALSE,1168771000,0
1646424000,1646478708,16053,0,677,"7652",1514,247,1136,17062500,4.15e+08,"Bronze I","Bronze",66,"16053",9115,1168,6130,92046500,2.36e+09,"Silver I","Silver II",61,FALSE,TRUE,0,2452046500
1646434800,1646540579,46835,0,678,"46835",3246,643,1726,25935000,6.8e+08,"Bronze I","Bronze II",19,"47841",238,59,288,4322500,0,"Bronze I","Bronze",13,TRUE,FALSE,705935000,0
1646413200,1646549137,37595,0,679,"37595",15600,3136,4335,65110500,1.865e+09,"Bronze III","Silver I",84,"46708",8892,1362,1441,21658000,5.95e+08,"Bronze I","Bronze",63,TRUE,FALSE,1930110500,0
1646398800,1646550098,13737,0,680,"8152",6800,1343,2027,30439500,6.8e+08,"Bronze","Bronze",86,"13737",13315,3148,3312,49731500,1.18e+09,"Bronze II","Bronze III",75,FALSE,TRUE,0,1229731500
1646406000,1646430958,13377,0,681,"10140",2598,398,1210,18154500,5.4e+08,"Unranked","Unranked",96,"13377",9902,1260,3710,55692000,1.29e+09,"Unranked","Bronze I",88,FALSE,TRUE,0,1345692000
1646420400,1646632946,41803,0,682,"41803",2852,756,2081,31258500,6.8e+08,"Bronze III","Silver I",18,"44811",726,186,590,8872500,0,"Bronze I","Bronze",21,TRUE,FALSE,711258500,0
1646438400,1646617584,42872,0,683,"37570",1543,474,824,12376000,3.6e+08,"Bronze","Bronze",29,"42872",4656,1135,2102,31577000,7.65e+08,"Bronze I","Bronze II",34,FALSE,TRUE,0,796577000
1646427600,1646477033,16299,0,684,"11872",866,210,516,7735000,1.8e+08,"Unranked","Unranked",63,"16299",6166,1094,2790,41905500,1e+09,"Unranked","Bronze I",59,FALSE,TRUE,0,1041905500
1646499600,1646582506,13789,0,685,"13789",14007,1628,3575,53690000,1.335e+09,"Bronze","Bronze I",64,"38847",7601,868,1428,21430500,5e+08,"Bronze","Bronze",59,TRUE,FALSE,1388690000,0
1646442000,1646842900,15547,0,686,"15547",2322,638,1021,15333500,3.2e+08,"Unranked","Bronze I",18,"47653",1945,663,943,14150500,0,"Bronze","Bronze",15,TRUE,FALSE,335333500,0
1646499600,1646860160,44817,0,687,"41218",2294,765,490,7371000,1.8e+08,"Unranked","Unranked",20,"44817",3035,707,1673,25116000,6.25e+08,"Unranked","Bronze I",28,FALSE,TRUE,0,650116000
1646514000,1646719797,36891,0,688,"9055",50781,4634,2808,42178500,1.095e+09,"Bronze II","Bronze I",90,"36891",56598,4640,5779,86768500,2.25e+09,"Bronze","Bronze I",97,FALSE,TRUE,0,2336768500
1646496000,1646505248,7835,0,689,"7835",9707,596,3790,56920500,1.415e+09,"Bronze I","Bronze II",92,"8422",1298,94,1198,17972500,0,"Bronze III","Bronze II",92,TRUE,FALSE,1471920500,0
1646496000,1646526643,13842,0,690,"355",1754,252,1081,16243500,3.2e+08,"Bronze I","Bronze",75,"13842",9125,874,3051,45818500,1.125e+09,"Unranked","Bronze I",69,FALSE,TRUE,0,1170818500
1646488800,1646494971,8336,0,691,"3241",3836,279,1174,17608500,4.45e+08,"Unranked","Unranked",91,"8336",12338,775,3653,54827500,1.26e+09,"Bronze III","Silver I",93,FALSE,TRUE,0,1314827500
1646499600,1646513963,21526,0,692,"14365",3778,456,1707,25616500,6.5e+08,"Bronze I","Bronze",90,"21526",12082,874,2772,41632500,1e+09,"Unranked","Bronze I",80,FALSE,TRUE,0,1041632500
1646496000,1646510740,14760,0,693,"8400",816,132,1118,16789500,0,"Bronze II","Bronze",97,"14760",9619,900,5130,77031500,2.01e+09,"Bronze III","Silver I",95,FALSE,TRUE,0,2087031500
1646524800,1646753861,46088,0,694,"46088",2161,529,1682,25252500,6.5e+08,"Bronze I","Bronze II",12,"47784",541,128,291,4368000,0,"Unranked","Unranked",13,TRUE,FALSE,675252500,0
1646503200,1646532762,7049,0,695,"7049",10836,1182,5860,87997000,2.25e+09,"Bronze","Bronze I",94,"11559",2234,325,1399,21021000,5.95e+08,"Bronze I","Bronze",83,TRUE,FALSE,2337997000,0
1646506800,1646737115,44445,0,696,"44445",11478,1652,2365,35490000,7.9e+08,"Bronze I","Bronze II",37,"44762",8415,1279,1132,17017000,0,"Unranked","Unranked",46,TRUE,FALSE,825490000,0
1646586000,1646941680,28349,0,697,"9047",27767,3545,1781,26754000,6.25e+08,"Bronze III","Bronze II",75,"28349",29600,3869,2933,44044000,1.055e+09,"Unranked","Bronze I",75,FALSE,TRUE,0,1099044000
1646586000,1646746933,45837,0,698,"43699",6670,936,1081,16243500,3.2e+08,"Bronze I","Bronze",34,"45837",10621,1675,3661,54964000,1.32e+09,"Silver I","Silver II",35,FALSE,TRUE,0,1374964000
1646571600,1646693296,10877,0,699,"8606",3922,754,902,13559000,3.2e+08,"Unranked","Unranked",56,"10877",9953,1749,3761,56465500,1.405e+09,"Bronze I","Bronze II",68,FALSE,TRUE,0,1461465500
1646571600,1646597203,12893,0,700,"8510",3065,368,1396,20975500,4.45e+08,"Bronze I","Bronze",97,"12893",11866,1083,3881,58285500,1.57e+09,"Unranked","Bronze I",95,FALSE,TRUE,0,1628285500
1646593200,1646888455,38987,0,701,"21041",523,144,479,7189000,1.8e+08,"Bronze","Bronze",12,"38987",1840,466,1155,17335500,0,"Unranked","Bronze I",18,FALSE,TRUE,0,17335500
1646596800,1646751918,39616,0,702,"6780",8006,1715,2225,33397000,8.6e+08,"Bronze I","Bronze",81,"39616",14086,2900,4507,67658500,1.68e+09,"Bronze","Bronze I",69,FALSE,TRUE,0,1747658500
1646589600,1646611726,8706,0,703,"8706",19922,1268,4181,62790000,1.64e+09,"Bronze I","Bronze II",96,"13784",11108,814,1990,29893500,7.35e+08,"Bronze II","Bronze I",97,TRUE,FALSE,1702790000,0
1646636400,1646800078,40455,0,704,"40455",6343,1133,2503,37583000,9.45e+08,"Bronze I","Bronze II",40,"43790",2652,438,687,10328500,0,"Unranked","Unranked",40,TRUE,FALSE,982583000,0
1646593200,1646968389,47924,0,705,"37933",624,228,874,13104000,2.35e+08,"Bronze","Bronze",18,"47924",1213,362,1037,15561000,0,"Unranked","Bronze I",13,FALSE,TRUE,0,15561000
1646622000,1646746196,21793,0,706,"21793",2412,533,921,13832000,2.35e+08,"Unranked","Bronze I",13,"44538",97,33,240,3594500,0,"Unranked","Unranked",18,TRUE,FALSE,248832000,0
1646668800,1646694645,8124,0,707,"8124",11967,1410,5056,75894000,2.01e+09,"Bronze II","Bronze III",89,"37786",3661,614,1654,24843000,6.25e+08,"Bronze I","Bronze",90,TRUE,FALSE,2085894000,0
1646661600,1646734164,41419,0,708,"28073",12018,1643,2212,33215000,7.65e+08,"Bronze III","Bronze II",87,"41419",20424,2490,4384,65838500,1.68e+09,"Bronze I","Bronze II",90,FALSE,TRUE,0,1745838500
1646676000,1646753690,10856,0,709,"10856",17938,2171,5279,79261000,1.97e+09,"Bronze I","Bronze II",96,"10913",9235,1251,1866,28028000,6.8e+08,"Unranked","Unranked",94,TRUE,FALSE,2049261000,0
1646676000,1646737727,20514,0,710,"8944",860,190,543,8144500,1.8e+08,"Bronze","Bronze",41,"20514",8009,956,4795,71981000,1.805e+09,"Silver I","Silver II",56,FALSE,TRUE,0,1876981000
1646658000,1646895020,40518,0,711,"40518",3689,792,2229,33488000,8.6e+08,"Bronze II","Bronze III",28,"47467",1482,384,796,11966500,0,"Bronze II","Bronze I",20,TRUE,FALSE,893488000,0
1646665200,1646729924,40918,0,712,"15226",1508,304,746,11193000,1.8e+08,"Unranked","Unranked",81,"40918",9108,1187,4025,60424000,1.525e+09,"Bronze I","Bronze II",78,FALSE,TRUE,0,1585424000
1646744400,1646975004,47835,0,713,"20941",920,225,406,6097000,1.8e+08,"Unranked","Unranked",19,"47835",2811,801,1761,26435500,0,"Bronze I","Bronze II",19,FALSE,TRUE,0,26435500
1646704800,1646924074,47878,0,714,"41123",1017,294,678,10192000,2.35e+08,"Bronze","Bronze",17,"47878",2907,667,1398,20975500,5e+08,"Bronze I","Bronze II",12,FALSE,TRUE,0,520975500
1646755200,1646882559,15595,0,715,"15595",9195,1734,3712,55737500,1.32e+09,"Bronze II","Bronze III",59,"20659",3914,760,1115,16744000,0,"Bronze I","Bronze",46,TRUE,FALSE,1375737500,0
1646758800,1646931935,10739,0,716,"7969",9658,1462,2795,41951000,1.125e+09,"Silver I","Silver",60,"10739",15199,2117,3070,46091500,1.18e+09,"Bronze II","Bronze III",57,FALSE,TRUE,0,1226091500
1646794800,1647081310,39580,0,717,"39580",3126,627,2307,34625500,7.65e+08,"Unranked","Bronze I",25,"45235",1805,525,650,9782500,0,"Unranked","Unranked",23,TRUE,FALSE,799625500,0
1646791200,1646868688,41775,0,718,"40951",537,143,786,11784500,0,"Bronze I","Bronze",42,"41775",6138,1122,3601,54054000,0,"Silver II","Silver III",33,FALSE,TRUE,0,54054000
1646780400,1646959456,47710,0,719,"47710",3399,756,2376,35672000,9.45e+08,"Silver I","Silver II",15,"47805",881,268,575,8645000,0,"Bronze I","Bronze",15,TRUE,FALSE,980672000,0
1646798400,1647039137,8795,0,720,"8795",3902,924,2265,33988500,7.65e+08,"Bronze","Bronze I",21,"42757",2021,405,638,9600500,0,"Unranked","Unranked",15,TRUE,FALSE,798988500,0
1646758800,1646912008,8437,0,721,"8437",5829,1113,2399,36036000,9.45e+08,"Bronze I","Bronze II",30,"20501",2585,553,916,13741000,0,"Bronze I","Bronze",28,TRUE,FALSE,981036000,0
1646798400,1647050383,46692,0,722,"45046",1797,503,909,13650000,3.2e+08,"Bronze I","Bronze",20,"46692",3526,691,1806,27118000,6.8e+08,"Unranked","Bronze I",17,FALSE,TRUE,0,707118000
1646841600,1646863585,46442,0,723,"14820",928,207,1072,16107000,4.15e+08,"Bronze I","Bronze",73,"46442",8029,951,3326,49959000,1.18e+09,"Bronze II","Bronze III",63,FALSE,TRUE,0,1229959000
1646848800,1646858058,33007,0,724,"27370",4273,419,1012,15197000,4.15e+08,"Unranked","Unranked",88,"33007",12876,932,4310,64701000,1.655e+09,"Bronze I","Bronze II",95,FALSE,TRUE,0,1719701000
1646838000,1647078969,9356,0,725,"9356",33245,3918,3339,50141000,1.265e+09,"Unranked","Bronze I",88,"31764",29357,3186,1359,20384000,0,"Unranked","Unranked",85,TRUE,FALSE,1315141000,0
1646874000,1647229774,42687,0,726,"7746",1642,439,801,12012000,3.6e+08,"Bronze","Bronze",25,"42687",2543,784,1566,23523500,6.25e+08,"Unranked","Bronze I",25,FALSE,TRUE,0,648523500
1646899200,1647324072,47743,0,727,"36235",1562,409,684,10283000,2.35e+08,"Unranked","Unranked",16,"47743",1716,679,1915,28756000,7.35e+08,"Bronze","Bronze I",15,FALSE,TRUE,0,763756000
1646852400,1646961224,18963,0,728,"18963",5110,940,1852,27800500,6.25e+08,"Unranked","Bronze I",34,"34623",1202,309,718,10783500,0,"Bronze I","Bronze",30,TRUE,FALSE,652800500,0
1646866800,1647072960,47911,0,729,"40921",680,233,370,5551000,0,"Unranked","Unranked",19,"47911",2476,814,928,13923000,0,"Unranked","Bronze I",20,FALSE,TRUE,0,13923000
1646924400,1646990837,15446,0,730,"15446",6031,937,3326,49959000,1.21e+09,"Silver I","Silver II",45,"38741",130,47,536,8053500,0,"Bronze I","Bronze",40,TRUE,FALSE,1259959000,0
1646910000,1647061930,41234,0,731,"40380",531,124,291,4368000,0,"Unranked","Unranked",12,"41234",2581,646,974,14605500,0,"Unranked","Bronze I",16,FALSE,TRUE,0,14605500
1646949600,1647055638,36660,0,732,"22932",2986,840,764,11466000,2.35e+08,"Unranked","Unranked",44,"36660",8348,1227,3237,48594000,1.21e+09,"Bronze I","Bronze II",54,FALSE,TRUE,0,1258594000
1646960400,1647206027,29865,0,733,"29865",6913,1450,3535,53098500,1.335e+09,"Bronze","Bronze I",68,"38547",2893,766,1372,20611500,0,"Unranked","Unranked",76,TRUE,FALSE,1388098500,0
1646928000,1646986065,15046,0,734,"15046",11877,1569,3013,45227000,1.125e+09,"Bronze II","Bronze III",66,"35831",5273,1088,1816,27254500,6.8e+08,"Bronze II","Bronze I",65,TRUE,FALSE,1170227000,0
1646917200,1646961863,8537,0,735,"8537",13532,1398,6480,97279000,2.415e+09,"Silver III","Gold I",95,"16335",3426,492,2295,34443500,9.15e+08,"Silver II","Silver I",89,TRUE,FALSE,2512279000,0
1646956800,1647100616,44579,0,736,"10044",924,196,762,11420500,2.35e+08,"Silver I","Silver",31,"44579",4874,1016,3234,48548500,1.15e+09,"Silver III","Gold I",25,FALSE,TRUE,0,1198548500
1646935200,1646980654,35140,0,737,"22680",1097,213,890,13377000,2.35e+08,"Bronze","Bronze",88,"35140",9508,1778,5487,82400500,2.085e+09,"Unranked","Bronze I",91,FALSE,TRUE,0,2167400500
1647010800,1647259393,47838,0,738,"47838",1900,578,1134,17017000,4.15e+08,"Unranked","Bronze I",12,"48001",658,225,406,6097000,0,"Unranked","Unranked",14,TRUE,FALSE,432017000,0
1647007200,1647051753,36134,0,739,"26437",11104,1344,1822,27345500,6.8e+08,"Bronze","Bronze",88,"36134",22210,2018,10445,156838500,3.835e+09,"Gold I","Gold II",91,FALSE,TRUE,0,3991838500
1647007200,1647269148,47238,0,740,"47238",1795,347,1244,18700500,3.2e+08,"Bronze III","Silver I",13,"47859",418,107,324,4868500,0,"Unranked","Unranked",11,TRUE,FALSE,338700500,0
1647003600,1647126767,45040,0,741,"16443",3246,661,797,11966500,3.6e+08,"Unranked","Unranked",37,"45040",7793,1185,2198,32987500,8.2e+08,"Bronze III","Silver I",46,FALSE,TRUE,0,852987500
1647007200,1647074105,30820,0,742,"21234",7893,907,1900,28528500,6.8e+08,"Bronze","Bronze",79,"30820",18396,2263,6269,94139500,2.56e+09,"Silver I","Silver II",100,FALSE,TRUE,0,2654139500
1647010800,1647073103,8085,0,743,"8076",5705,657,2381,35763000,7.9e+08,"Bronze I","Bronze",90,"8085",14163,1489,3326,49959000,1.235e+09,"Unranked","Bronze I",85,FALSE,TRUE,0,1284959000
1647018000,1647136074,38481,0,744,"37426",491,124,450,6779500,1.8e+08,"Bronze","Bronze",19,"38481",3592,543,1659,24888500,6.8e+08,"Unranked","Bronze I",22,FALSE,TRUE,0,704888500
1647014400,1647046542,11747,0,745,"11747",25950,1548,5211,78260000,2e+09,"Bronze III","Silver I",98,"16312",17049,1042,2206,33124000,8.6e+08,"Bronze II","Bronze I",93,TRUE,FALSE,2078260000,0
1647028800,1647369395,13525,0,746,"13525",2339,836,2423,36400000,8.6e+08,"Bronze","Bronze I",17,"47992",1460,422,407,6097000,0,"Unranked","Unranked",14,TRUE,FALSE,896400000,0
1647039600,1647258195,11214,0,747,"11214",2812,767,1648,24752000,6.25e+08,"Bronze II","Bronze III",14,"43505",1048,296,569,8554000,0,"Bronze I","Bronze",12,TRUE,FALSE,649752000,0
1647018000,1647177087,41853,0,748,"9689",9613,1681,1616,24251500,6.25e+08,"Bronze III","Bronze II",72,"41853",15223,2014,3633,54554500,1.36e+09,"Bronze II","Bronze III",72,FALSE,TRUE,0,1414554500
1647007200,1647124187,42505,0,749,"37530",6471,967,1718,25798500,5.55e+08,"Bronze","Bronze",55,"42505",11933,2200,3024,45409000,1.14e+09,"Bronze II","Bronze III",59,FALSE,TRUE,0,1185409000
1647043200,1647190992,45797,0,750,"43793",832,166,664,9964500,2.35e+08,"Bronze","Bronze",30,"45797",4135,1012,1584,23796500,5e+08,"Bronze III","Silver I",25,FALSE,TRUE,0,523796500
1647010800,1647080813,43428,0,751,"16634",2565,413,1229,18473000,3.2e+08,"Bronze","Bronze",75,"43428",10168,1689,5564,83538000,2.21e+09,"Bronze","Bronze I",80,FALSE,TRUE,0,2293538000
1647003600,1647170255,43752,0,752,"43752",3800,748,2993,44954000,1e+09,"Bronze","Bronze I",35,"45058",239,69,421,6324500,0,"Unranked","Unranked",39,TRUE,FALSE,1044954000,0
1647054000,1647393408,41291,0,753,"37402",1873,470,1064,15970500,4.15e+08,"Bronze I","Bronze",23,"41291",2890,678,2798,41996500,1.07e+09,"Bronze","Bronze I",18,FALSE,TRUE,0,1111996500
1647100800,1647109899,8989,0,754,"8422",3192,253,1498,22477000,5e+08,"Bronze II","Bronze I",90,"8989",11905,829,5331,80034500,2.015e+09,"Bronze","Bronze I",96,FALSE,TRUE,0,2095034500
1647129600,1647230870,41225,0,755,"17055",92,26,281,4231500,0,"Bronze II","Bronze",21,"41225",3237,612,1451,21794500,0,"Bronze III","Silver I",16,FALSE,TRUE,0,21794500
1647122400,1647229457,30009,0,756,"8802",15778,2343,1508,22659000,5e+08,"Unranked","Unranked",89,"30009",23497,2948,4182,62790000,1.57e+09,"Bronze II","Bronze III",78,FALSE,TRUE,0,1632790000
1647108000,1647119259,21526,0,757,"8400",1008,247,1367,20520500,0,"Bronze","Bronze",95,"21526",10101,986,4950,74347000,1.82e+09,"Bronze I","Bronze II",100,FALSE,TRUE,0,1894347000
1647129600,1647519907,9455,0,758,"9455",4508,980,1936,29074500,6.4e+08,"Bronze I","Bronze II",18,"44627",4041,722,763,11466000,0,"Bronze I","Bronze",15,TRUE,FALSE,669074500,0
1647100800,1647154877,37803,0,759,"8677",178,47,253,3776500,0,"Unranked","Unranked",19,"37803",3578,519,1658,24888500,6.25e+08,"Bronze I","Bronze II",22,FALSE,TRUE,0,649888500
1647111600,1647396671,47226,0,760,"44404",1760,441,1073,16107000,3.2e+08,"Silver II","Silver I",20,"47226",3745,575,3106,46637500,1.14e+09,"Silver I","Silver II",28,FALSE,TRUE,0,1186637500
1647147600,1647388856,39736,0,761,"38675",2214,551,706,10601500,2.35e+08,"Unranked","Unranked",29,"39736",4264,979,2002,30075500,7.35e+08,"Unranked","Bronze I",35,FALSE,TRUE,0,765075500
1647216000,1647451673,47830,0,762,"43472",448,159,287,4322500,0,"Unranked","Unranked",12,"47830",2191,476,1416,21248500,5.95e+08,"Bronze III","Silver I",16,FALSE,TRUE,0,616248500
1647198000,1647381263,41227,0,763,"41227",1769,403,1150,17290000,3.2e+08,"Unranked","Bronze I",12,"47940",90,24,236,3549000,0,"Unranked","Unranked",13,TRUE,FALSE,337290000,0
1647190800,1647360166,37450,0,764,"16696",784,215,422,6324500,1.8e+08,"Bronze III","Bronze II",12,"37450",2925,495,2789,41860000,1e+09,"Bronze III","Silver I",14,FALSE,TRUE,0,1041860000
1647216000,1647359884,47760,0,765,"23193",1251,304,440,6597500,1.8e+08,"Unranked","Unranked",28,"47760",4447,924,1781,26754000,5.55e+08,"Bronze II","Bronze III",24,FALSE,TRUE,0,581754000
1647212400,1647408243,41929,0,766,"37570",661,240,469,7052500,1.8e+08,"Bronze","Bronze",21,"41929",2938,788,1868,28028000,6.25e+08,"Bronze","Bronze I",17,FALSE,TRUE,0,653028000
1647280800,1647457804,46805,0,767,"41803",3301,677,1780,26708500,6.25e+08,"Silver I","Silver",24,"46805",6925,905,3170,47593000,1.25e+09,"Silver I","Silver II",32,FALSE,TRUE,0,1297593000
1647270000,1647290687,21665,0,768,"8811",1347,248,910,13650000,2.35e+08,"Unranked","Unranked",98,"21665",10247,1129,4626,69478500,1.765e+09,"Bronze II","Bronze III",78,FALSE,TRUE,0,1834478500
1647280800,1647337301,41238,0,769,"10296",4035,762,1214,18245500,4.45e+08,"Unranked","Unranked",86,"41238",12938,1928,4737,71116500,1.695e+09,"Bronze II","Bronze III",98,FALSE,TRUE,0,1766116500
1647266400,1647323438,16053,0,770,"13789",4060,554,1036,15561000,4.15e+08,"Bronze I","Bronze",60,"16053",11670,1138,6135,92137500,2.195e+09,"Silver II","Silver III",65,FALSE,TRUE,0,2287137500
1647259200,1647589758,47969,0,771,"31828",486,180,593,8918000,1.8e+08,"Bronze","Bronze",20,"47969",1512,513,939,14105000,0,"Unranked","Bronze I",13,FALSE,TRUE,0,14105000
1647280800,1647347164,8124,0,772,"8124",16200,1778,4999,75075000,1.79e+09,"Bronze III","Silver I",90,"10818",7392,1012,1972,29620500,7.35e+08,"Bronze III","Bronze II",96,TRUE,FALSE,1865075000,0
1647291600,1647371636,42055,0,773,"38482",2547,392,735,11056500,1.8e+08,"Unranked","Unranked",34,"42055",7847,1383,2811,42224000,1.07e+09,"Bronze I","Bronze II",48,FALSE,TRUE,0,1112224000
