"ID","company_type","rating","name","director","employees_hired","employees_capacity","daily_income","daily_customers","weekly_income","weekly_customers","days_old","type"
"100248","8","8","Wemsicle Candles","2717340","10","10","1352374","2872","9526208","20783","435","Candle Shop"
"100187","8","8","Hot Monkeys Hot Wax","1375654","10","10","1390797","3403","9499490","24729","439","Candle Shop"
"104611","8","8","ARSON CANDLES","3012767","10","10","1442153","3889","9484843","26008","197","Candle Shop"
"95196","8","8","Candle Shop","2472912","10","10","1317926","3232","9474157","22412","836","Candle Shop"
"102976","8","8","Fiat lux","2653035","10","10","1438114","3190","9468094","22951","285","Candle Shop"
"100064","8","8","Leech-Lighter","2663796","10","10","1310864","3112","9441258","24183","449","Candle Shop"
"74699","8","8","Scentsational Candles","1791283","10","10","1337068","3256","9418475","21728","2168","Candle Shop"
"99383","8","8","Trinity Candles","2834735","10","10","1372424","3349","9406361","22286","503","Candle Shop"
"100418","8","8","ENCHANTED FLAMES","2701172","10","10","1310128","3332","9366124","23437","425","Candle Shop"
"87494","8","8","Exotic Elixir","237606","10","10","1268286","3178","9361413","22658","1415","Candle Shop"
"100065","8","8","Lumina Delights","2834274","10","10","1347201","3684","9356992","25420","449","Candle Shop"
"98510","8","8","The Wicked Wick","1848626","10","10","1382995","3364","9346068","23160","568","Candle Shop"
"99830","8","8","Smoke My Wick [HIRING]","2450348","10","10","1355161","3128","9329632","22660","467","Candle Shop"
"91629","8","8","Wick Wax Candles","2664004","10","10","1283881","2287","9220740","17368","1128","Candle Shop"
"89190","8","8","KRESHOS CANDLE SHOP","2102983","10","10","1329761","2964","9204907","20602","1299","Candle Shop"
"60366","8","7","Annabella","1916722","10","10","1387725","4172","9233346","28193","3439","Candle Shop"
"84739","8","7","El Houdini Candles","2339855","10","10","1504447","3039","9225352","19693","1578","Candle Shop"
"103184","8","7","Fallian Wicks","2080231","10","10","1356947","3304","9186329","20850","275","Candle Shop"
"97929","8","7","UltravioLights NOT HIRING","2722880","10","10","1345601","3111","9149259","22017","611","Candle Shop"
"90058","8","7","MasterMinds_of_Kandlestix","2678058","10","10","1301223","2805","8982606","19369","1239","Candle Shop"
"99356","8","7","Lite-Brite Too","2450346","10","10","1264280","2707","8972522","21026","506","Candle Shop"
"89826","8","7","Shepherds of Fire","2486892","10","10","1330503","3059","8961410","22587","1257","Candle Shop"
"95275","8","7","White Hot Wax","2553235","10","10","1264421","2724","8940293","20715","828","Candle Shop"
"102568","8","7","Viking Torches","2870715","10","10","960164","2284","8928736","20395","305","Candle Shop"
"103961","8","7","[HIRING] Anarchy Scents","2411358","10","10","1235358","2901","8920923","19126","233","Candle Shop"
"87755","8","7","Dark Light","2523707","10","10","1281686","3313","8861682","23524","1396","Candle Shop"
"105984","8","7","Get Lit Candle Shop","2349301","10","10","1275609","3655","8846464","24440","128","Candle Shop"
"100536","8","7","Glow &amp; Co.","2508811","10","10","1232229","2484","8750180","18524","416","Candle Shop"
"102672","8","7","|||| bullet proof ||||","244194","10","10","1256794","2999","8745629","22520","301","Candle Shop"
"94416","8","7","Molls Candles","2736720","10","10","1213496","2641","8743529","19501","897","Candle Shop"
"79767","8","7","Flame It","2125914","10","10","1258065","2678","8734695","18661","1854","Candle Shop"
"102112","8","7","Crunchy Candles","1713982","10","10","1309436","3158","8698942","20854","327","Candle Shop"
"101705","8","7","Phoenix Rising","178736","10","10","1281212","2810","8641128","18445","348","Candle Shop"
"91921","8","7","Flame and Fortune","573256","10","10","1290500","2988","8630662","21327","1100","Candle Shop"
"62249","8","7","Twisted Tealights","2538563","10","10","1471201","3317","8611863","20192","3317","Candle Shop"
"101709","8","7","BLR&#8217;s - HIRING","2733826","10","10","1234575","2871","8528895","19539","348","Candle Shop"
"97571","8","7","CSY Stick","2628747","10","10","1168410","1954","8522747","16005","641","Candle Shop"
"102592","8","7","WaxPlays","2882048","10","10","1245046","3283","8518830","23451","304","Candle Shop"
"100823","8","7","Skyward Blossoms","2757887","10","10","1200984","2859","8512487","20587","399","Candle Shop"
"102365","8","7","Winter Solution","2605964","10","10","1215064","2916","8490528","21861","315","Candle Shop"
"102451","8","7","Sammi&#039;s Candles","1869528","10","10","1206055","3710","8450217","24949","311","Candle Shop"
"102515","8","7","Bleed Radiance","2768219","10","10","1292438","3485","8417340","23128","308","Candle Shop"
"97318","8","7","Eternal Flame Candles","2039823","10","10","1184756","2682","8364330","19109","661","Candle Shop"
"99885","8","7","Covered in Wax Candles","1841285","10","10","1227965","2990","8356596","21097","463","Candle Shop"
"103438","8","7","K Wick","2510320","10","10","1223758","2520","8334388","17922","263","Candle Shop"
"102184","8","7","Where&#039;s the candle","2048015","10","10","1182850","2045","8226731","16037","322","Candle Shop"
"89714","8","7","Whiskers &amp; Wicks HIRING","2450087","10","10","1216995","3416","8225007","21304","1265","Candle Shop"
"88018","8","7","WOS Candle","2755304","10","10","1236084","2976","8204918","20801","1379","Candle Shop"
"98884","8","7","Getting Lit","2765920","10","10","1268282","2918","8126588","19142","543","Candle Shop"
"104074","8","7","Little Wicks","2846963","10","10","1155376","2725","8117035","21115","226","Candle Shop"
"101342","8","7","WAX HQ","829648","10","10","758719","1342","8075666","18892","368","Candle Shop"
"87747","8","7","Chandlers Club","2625595","10","10","1145409","2548","7989765","16866","1396","Candle Shop"
"91587","8","7","IKEA Fragrances","2401992","10","10","1464052","3025","7884165","17402","1132","Candle Shop"
"88871","8","7","The Waxy Wick","2450110","10","10","746158","1573","6358313","13825","1318","Candle Shop"
"102148","8","6","RT10*","2659209","10","10","1314742","3182","8970957","21377","325","Candle Shop"
"79256","8","6","Capital Candles","2309757","10","10","1207348","3935","8212190","26209","1886","Candle Shop"
"97685","8","6","Lighten Up","2129445","10","10","1150486","2426","7941427","17254","632","Candle Shop"
"96327","8","6","The Scents of Rum hiring","2315244","10","10","1138318","3153","7565731","21567","740","Candle Shop"
"106715","8","6","Wicked Wax","3056700","10","10","1097750","2755","7475997","19398","92","Candle Shop"
"106867","8","6","No Idea what I&#039;m doing","2682937","9","9","1079071","2542","7472051","19235","85","Candle Shop"
"105618","8","6","Fear of the Dark","2855231","10","10","1079809","2710","7469073","18217","146","Candle Shop"
"14908","8","6","Fully Engulfed 50k/day","924086","10","10","1088076","2009","7351314","14578","5594","Candle Shop"
"102806","8","6","5E 2Nerve per JP-","1738440","10","10","1131225","2641","7289965","17392","295","Candle Shop"
"104755","8","6","Lumos Maxima","2610783","10","10","1003348","2360","7173351","15424","190","Candle Shop"
"92805","8","6","Scented Cards","2593010","9","10","1048966","3552","7162972","22319","1028","Candle Shop"
"106266","8","6","Wicks &amp; Licks","2897639","9","9","926642","1926","6936616","15349","113","Candle Shop"
"100549","8","6","Black Flame","2268610","10","10","955695","2520","6931907","16336","415","Candle Shop"
"95996","8","6","The Hitchhiker&#039;s Light","2752983","10","10","983002","2864","6854613","20354","769","Candle Shop"
"104453","8","6","420 Candle Shop","2887255","10","10","961098","2344","6846110","18287","204","Candle Shop"
"95531","8","6","Wicks &amp; Wax [Hiring]","2697678","9","10","957786","3202","6778785","22694","808","Candle Shop"
"104214","8","6","Wax on","2554385","10","10","1011445","1988","6540868","14484","217","Candle Shop"
"102840","8","6","JohnDWick&#039;s Candle Shop","2931125","10","10","922209","2752","6404440","17172","293","Candle Shop"
"96277","8","6","Stolen Candles hirring","1959903","9","10","813856","1448","6352761","11361","744","Candle Shop"
"105853","8","6","Big and Fluffy D","2336567","10","10","798336","2406","5973951","17984","134","Candle Shop"
"106354","8","6","Absolute Stank not-Hiring","2727201","10","10","856342","1897","5957266","13313","110","Candle Shop"
"98608","8","6","Eternal Flame","1726273","10","10","981642","2274","5872948","15068","562","Candle Shop"
"106279","8","6","Colorful Smell","2614374","10","10","868767","2308","5856936","14378","113","Candle Shop"
"99623","8","6","Swordlit Candles","2782704","9","10","831988","2152","5507257","14527","484","Candle Shop"
"86437","8","6","New Light","2965069","9","10","778338","2723","5184944","19085","1483","Candle Shop"
"106705","8","6","Scents Of Bedlam","2250341","9","10","698208","1790","4839915","12988","92","Candle Shop"
"93540","8","6","Foxlit Candle Creations","2688600","10","10","696103","1824","4829648","12446","966","Candle Shop"
"106664","8","5","THE_WAX_FAMILY","2076826","10","10","1010366","2304","6518740","16995","95","Candle Shop"
"107344","8","5","Ever Glow Candle [HIRING]","2182241","9","9","767001","2500","5783327","16528","64","Candle Shop"
"107230","8","5","Candle in the Wind","1814555","10","10","780983","1619","4816943","10543","69","Candle Shop"
"89767","8","5","Cosy Candle Shop","2483085","10","10","956131","2484","4802025","13257","1262","Candle Shop"
"91344","8","5","What a Scandle","2010440","9","10","595446","1680","4489710","12473","1154","Candle Shop"
"102675","8","5","Shadow Lights","2943504","10","10","636097","1696","4337662","11400","301","Candle Shop"
"105308","8","5","StickyVicky HIRING***","3225628","8","9","597567","1632","4276822","11510","161","Candle Shop"
"105590","8","5","Fork Handles","3178306","9","9","594008","1354","4181219","10150","147","Candle Shop"
"103829","8","5","Sniff Snoff&#039;s Scents","2445253","9","9","600457","2132","4155662","14473","243","Candle Shop"
"105447","8","5","Flame &amp; Fortune","3141266","9","10","484271","938","3877843","9671","155","Candle Shop"
"103100","8","5","Casual Candles","2353731","10","10","491410","1611","3521359","11654","279","Candle Shop"
"102330","8","5","Eternal Glow","30238","8","10","462204","1000","3401445","7073","316","Candle Shop"
"106165","8","5","Floating Candles","2883239","10","10","440856","1820","3335004","11828","119","Candle Shop"
"103186","8","5","Lovegood Candles","2169946","6","10","470170","1162","3270975","7990","275","Candle Shop"
"105928","8","5","Ninja&#039;s Candles","3239246","8","9","407693","1052","2801887","7181","131","Candle Shop"
"105546","8","5","Be Happy Candle Shop","2644780","9","10","465194","1174","2678167","7032","150","Candle Shop"
"106070","8","5","[HIRING] Sheepish Candles","2860819","8","9","548433","1833","2554199","7863","123","Candle Shop"
"105520","8","5","GP Candle Shop","2603598","7","10","373805","1344","2523008","9246","151","Candle Shop"
"97410","8","5","Halos-Flames Candle Store","2509289","6","10","314959","910","2411725","7127","653","Candle Shop"
"96967","8","5","Candles in the Dark","2149153","4","10","321689","763","2263153","5616","691","Candle Shop"
"107586","8","4","RR candle shop - HIRING -","1898492","10","10","935823","2539","6361608","16891","52","Candle Shop"
"107837","8","4","Flame of the West","2696321","10","10","861200","1188","6129855","8715","39","Candle Shop"
"106037","8","4","Glowing Flame [HIRING]","1778020","9","10","655486","1304","3549562","7280","125","Candle Shop"
"105241","8","4","Toonsters's Candle Shop","3167733","9","9","488319","1153","2904955","7525","165","Candle Shop"
"97183","8","4","ArcaneCandles","2530518","2","4","147836","460","709744","2329","672","Candle Shop"
"106384","8","4","Luxury scents","2953112","4","9","115491","375","604745","1940","108","Candle Shop"
"87371","8","4","LC Candles hiring","2670195","1","10","108445","279","506543","1176","1422","Candle Shop"
"97809","8","4","ALWAYS LIGHT","2711574","2","10","16190","53","400487","1237","621","Candle Shop"
"106557","8","3","You Burn It You Buy It","3232511","9","9","542204","1216","3593779","8156","100","Candle Shop"
"107502","8","3","Shadow grove","2530140","5","9","421170","1043","3418875","8764","56","Candle Shop"
"106784","8","3","*Hiring* Candlebox","2833111","4","7","220007","768","1386742","4156","89","Candle Shop"
"105750","8","3","Arda&#039;s Five Candles Shop","3090579","5","9","190393","503","1219454","4170","139","Candle Shop"
"107203","8","3","Laxsis&#039;s Eldoria Company","2949487","8","9","84378","165","677237","1392","71","Candle Shop"
"93240","8","3","Olympic Flames [Hiring]","2563241","2","6","23500","28","405524","568","993","Candle Shop"
"98859","8","3","Cyanide Scents","2718955","1","9","20035","85","293443","1281","545","Candle Shop"
"105317","8","3","Inconspicuous candles","2200645","5","9","30649","56","261043","516","161","Candle Shop"
"85429","8","3","Luz Oscura","108862","0","10","0","0","0","0","1545","Candle Shop"
"107684","8","2","The Enlightened Ones","2982905","10","10","730585","2002","4290225","11112","47","Candle Shop"
"107874","8","2","WORM&#039;s Candle Shop","2033881","7","10","302232","769","2111755","5950","38","Candle Shop"
"107421","8","2","Penjuin&#039;s Candles HIRING","3293234","7","8","265963","819","1846105","4774","61","Candle Shop"
"107489","8","2","Wick n&#039; Wax","2049374","5","6","256420","862","1683472","5423","57","Candle Shop"
"107331","8","2","Singapore Candle","3281538","9","9","294745","985","1521785","3991","65","Candle Shop"
"107469","8","2","Got A Light?","2748865","5","6","100470","161","1400954","3673","58","Candle Shop"
"108044","8","2","/// + san","2667852","9","9","202739","698","1093116","3749","29","Candle Shop"
"107394","8","2","Legendary Candle Shop","3271095","8","9","158689","500","1002892","3245","62","Candle Shop"
"107673","8","2","VIP LIGHTS","2925364","8","9","194835","767","744136","2492","48","Candle Shop"
"106843","8","2","AVP Candle Shop","3213191","5","6","96962","437","725496","2973","86","Candle Shop"
"104690","8","2","Bear Candles","3192791","3","9","16800","31","50100","90","193","Candle Shop"
"98426","8","2","JacoTheRipper's Candle Shop","2815069","3","4","0","0","18024","132","574","Candle Shop"
"105710","8","2","You Melt My Wax","2921497","2","7","0","0","6539","30","141","Candle Shop"
"108481","8","1","The Den Store","3172411","7","9","268695","611","1793195","4193","8","Candle Shop"
"108049","8","1","promisses's Candle Shop","1564846","7","10","260871","503","1320043","2554","29","Candle Shop"
"108071","8","1","Out of the Bushel - Apply","3232880","9","9","193432","678","1230092","4603","28","Candle Shop"
"108431","8","1","Night Light","2904237","6","10","188579","727","1227311","4677","11","Candle Shop"
"108475","8","1","sweet Honey","2688885","6","9","209734","530","1175023","3738","8","Candle Shop"
"107976","8","1","Igloo Burners","3094276","5","5","178606","485","1141040","3024","33","Candle Shop"
"108109","8","1","Candle house","3005200","3","7","181286","458","1043700","2628","26","Candle Shop"
"107350","8","1","IGNE Candles","3311146","4","9","94885","526","759698","4024","64","Candle Shop"
"108463","8","1","B0ll0cks Candle Shop","3013156","6","7","145744","483","727944","2363","9","Candle Shop"
"108312","8","1","Tony351DkK's Candle Shop","2796855","10","10","52508","132","455886","1201","16","Candle Shop"
"106971","8","1","Wicked Candles(hiring)","3260743","9","9","51220","159","396968","1191","81","Candle Shop"
"107539","8","1","Bull&#039;s lights [hiring]","3166775","2","6","53372","191","394652","1336","55","Candle Shop"
"107263","8","1","nicafonso's Candle Shop","3055131","2","9","47927","124","351106","944","68","Candle Shop"
"107870","8","1","United Scents of America","3291067","3","9","42422","117","312102","816","38","Candle Shop"
"108488","8","1","Kings candle&#039;s","3342436","5","6","56259","171","239646","773","8","Candle Shop"
"108522","8","1","Death and Scents","3301855","2","9","52296","156","231399","877","6","Candle Shop"
"108602","8","1","Go Candle Or Go Home","3077919","10","10","106282","268","217981","552","3","Candle Shop"
"108428","8","1","Stinky&#8217;s Candle Shop","3279430","3","9","34255","89","204923","527","11","Candle Shop"
"108319","8","1","whereswally's Candle Shop","1501630","2","5","44255","136","176582","436","16","Candle Shop"
"107738","8","1","SUPA CANDLE SHOP","3316899","1","6","30305","59","121725","270","44","Candle Shop"
"107989","8","1","Witchlight [Hiring]","3331315","4","5","20671","141","116234","772","32","Candle Shop"
"108091","8","1","BungoPop's Candle Shop","3338802","2","9","14167","27","112776","235","27","Candle Shop"
"107566","8","1","Sniffs","3249754","2","7","5950","18","101634","285","53","Candle Shop"
"108327","8","1","dros1a's Candle Shop","3055454","2","4","14408","50","98112","362","15","Candle Shop"
"108580","8","1","STuMama S&#039; CaNdLeS","3322389","9","9","51275","126","95368","246","4","Candle Shop"
"108400","8","1","Heavenly Scents","3227212","2","4","11083","35","88133","230","12","Candle Shop"
"108358","8","1","wh1stl3r's Candle Shop","3334616","2","4","17882","57","86416","271","14","Candle Shop"
"107103","8","1","Candlelit Serenity","3272450","1","4","13134","98","81674","588","76","Candle Shop"
"108444","8","1","Ancient Candle&#039;s (Hiring)","3251534","2","9","13544","74","81269","428","10","Candle Shop"
"108597","8","1","Illuminate","3229488","2","9","40269","130","79210","246","3","Candle Shop"
"106485","8","1","Olde&#039;s Hot Wax","3027128","3","8","0","0","27030","78","103","Candle Shop"
"108560","8","1","t2hi's Candle Shop","3339388","1","6","4139","17","13097","55","5","Candle Shop"
"108271","8","1","thekwebb's Candle Shop","2669087","1","10","9974","26","9974","26","18","Candle Shop"
"97574","8","1","Play with my stick","2149533","1","10","0","0","0","0","641","Candle Shop"
"106322","8","1","the Candle Shop","3267350","3","9","0","0","0","0","110","Candle Shop"
"108454","8","0","Jakoh's Candle Shop","3219631","1","5","1942","6","1942","6","9","Candle Shop"
"7897","8","0","Wicked Moments (hiring)","958007","1","10","0","0","0","0","5899","Candle Shop"
"10233","8","0","The Candle Shop Original","1198569","3","10","0","0","0","0","5784","Candle Shop"
"12289","8","0","Just another energy farm","1062292","3","10","0","0","0","0","5699","Candle Shop"
"14904","8","0","Lucifer Candles","1045900","1","10","0","0","0","0","5594","Candle Shop"
"16655","8","0","Burning Sensation","1319938","6","10","0","0","0","0","5534","Candle Shop"
"17966","8","0","F_F Flaming Candles ","1382992","2","4","0","0","0","0","5482","Candle Shop"
"19757","8","0","Free EN","1409489","7","10","0","0","0","0","5423","Candle Shop"
"22050","8","0","WaxOn","787201","2","10","0","0","0","0","5344","Candle Shop"
"28381","8","0","APPLY NOW FOR ENERGY!","1977467","0","10","0","0","0","0","5125","Candle Shop"
"35634","8","0","Illumination Candles","1601500","1","5","0","0","0","0","4869","Candle Shop"
"37133","8","0","Zero&#039;s Happy CanShop","1318699","0","10","0","0","0","0","4802","Candle Shop"
"42150","8","0","St.Sophia Cathedral","1078600","0","10","0","0","0","0","4566","Candle Shop"
"45082","8","0","wHitE_LiGhT","1210703","7","9","0","0","0","0","4389","Candle Shop"
"47143","8","0","KZone not 4 sale","1509265","4","10","0","0","0","0","4268","Candle Shop"
"49713","8","0"," Candlegold","1082175","1","4","0","0","0","0","4106","Candle Shop"
"51641","8","0"," Entity Candle Shop","1270878","6","8","0","0","0","0","3971","Candle Shop"
"52408","8","0","SoNaeBs Candle Shop","1347627","0","4","0","0","0","0","3923","Candle Shop"
"53667","8","0"," hiring all active","1824173","1","10","0","0","0","0","3847","Candle Shop"
"54353","8","0","Hiring 2","1885235","0","10","0","0","0","0","3829","Candle Shop"
"55075","8","0","Candle-Shop","1907306","1","10","0","0","0","0","3795","Candle Shop"
"55998","8","0","christmastowns Candle Shop","1492105","0","7","0","0","0","0","3749","Candle Shop"
"57941","8","0","Jelly-Dolls Candle Shop","1577419","0","4","0","0","0","0","3606","Candle Shop"
"58001","8","0","SagarFurys Candle Shop","1782897","0","4","0","0","0","0","3600","Candle Shop"
"58213","8","0","sBs-Gamblers Candle Shop","1788888","0","4","0","0","0","0","3579","Candle Shop"
"58753","8","0","wzmanlts Candle Shop","1687556","0","4","0","0","0","0","3543","Candle Shop"
"59197","8","0","Dixie Candle - HIRING","571576","0","5","0","0","0","0","3514","Candle Shop"
"61677","8","0","Evil Queen","2137481","0","10","0","0","0","0","3359","Candle Shop"
"61762","8","0","Candles 2.1","1995031","0","10","0","0","0","0","3352","Candle Shop"
"62529","8","0","scorpionys Candle Shop","1588371","0","4","0","0","0","0","3291","Candle Shop"
"62750","8","0","Waxy Wicks - Hiring All","476674","4","10","0","0","0","0","3274","Candle Shop"
"62868","8","0","Scents of Torn","1930400","1","7","0","0","0","0","3264","Candle Shop"
"63531","8","0","Ignite","1961871","3","9","0","0","0","0","3210","Candle Shop"
"63604","8","0","OP Sense","1958304","3","4","0","0","0","0","3202","Candle Shop"
"63819","8","0","immortal99s Candle Shop","1652256","0","4","0","0","0","0","3181","Candle Shop"
"63879","8","0","Wax Me Baby!","1962040","2","6","0","0","0","0","3174","Candle Shop"
"64120","8","0","Sweet Scents","1889618","2","4","0","0","0","0","3146","Candle Shop"
"64393","8","0","Elite City Finds","2215956","0","10","0","0","0","0","3120","Candle Shop"
"64749","8","0","BOC","1567681","3","10","0","0","0","0","3085","Candle Shop"
"66452","8","0","Candles Inc.","2002571","2","10","0","0","0","0","2926","Candle Shop"
"66567","8","0","Star Candle","2002594","1","9","0","0","0","0","2914","Candle Shop"
"66781","8","0","Brigade Minahasa","744967","3","4","0","0","0","0","2891","Candle Shop"
"67045","8","0","Flickering Flame Candles","1981409","3","9","0","0","0","0","2865","Candle Shop"
"67481","8","0","miamibabe69s Candle Shop","1615231","1","5","0","0","0","0","2829","Candle Shop"
"67734","8","0","Keen's Candles","2007300","1","9","0","0","0","0","2804","Candle Shop"
"68625","8","0","Toxic candles FOR HIRE!","1988074","1","6","0","0","0","0","2712","Candle Shop"
"68686","8","0","grindhs Candle Shop","1644490","0","4","0","0","0","0","2706","Candle Shop"
"68707","8","0","Bermudas Candle Shop","57158","0","4","0","0","0","0","2704","Candle Shop"
"69207","8","0","macrocosounds Candle Shop","1882408","0","5","0","0","0","0","2660","Candle Shop"
"69646","8","0","At Wicks End","2007732","0","5","0","0","0","0","2620","Candle Shop"
"69683","8","0","Candle City","1945256","1","10","0","0","0","0","2615","Candle Shop"
"69794","8","0","Prince Of Candle Shop","2054250","4","10","0","0","0","0","2604","Candle Shop"
"70167","8","0","Unrelenting Energy","2173602","4","10","0","0","0","0","2563","Candle Shop"
"70280","8","0","JIMBOBJAMs Candle Shop","1634211","0","4","0","0","0","0","2551","Candle Shop"
"70812","8","0","Gandamarlans Candle Shop","1968899","0","4","0","0","0","0","2489","Candle Shop"
"71733","8","0","Fizzle","2470735","0","10","0","0","0","0","2399","Candle Shop"
"71859","8","0","Kunkkas Candle Shop","2008494","0","4","0","0","0","0","2387","Candle Shop"
"72750","8","0","candles","2086656","3","9","0","0","0","0","2316","Candle Shop"
"73521","8","0","Northern Lights","2121721","1","9","0","0","0","0","2255","Candle Shop"
"73544","8","0","Wax My X-Lax HIRING!!!","2116152","1","4","0","0","0","0","2253","Candle Shop"
"73622","8","0","Nuclear Candle Co.","1869326","1","10","0","0","0","0","2247","Candle Shop"
"73711","8","0","Pure Delight HIRING","2153802","4","10","0","0","0","0","2240","Candle Shop"
"73847","8","0","Scent-i-ful Candles","1980381","3","9","0","0","0","0","2231","Candle Shop"
"74008","8","0","Milibars Candle Shop","1965007","2","9","0","0","0","0","2218","Candle Shop"
"74497","8","0","Hiring ANY STATSS","2110470","3","10","0","0","0","0","2183","Candle Shop"
"74655","8","0","Pagga","2123054","2","4","0","0","0","0","2171","Candle Shop"
"75123","8","0","Xyoox-Xyoox","2168614","0","9","0","0","0","0","2132","Candle Shop"
"75246","8","0","HKL Wax","2189773","2","5","0","0","0","0","2122","Candle Shop"
"75424","8","0","DamTacs Candle Shop","2160492","2","4","0","0","0","0","2109","Candle Shop"
"75547","8","0","Three Dogs","1842609","3","9","0","0","0","0","2100","Candle Shop"
"75705","8","0","Potato candle","2252244","1","10","0","0","0","0","2089","Candle Shop"
"75931","8","0","Os Velinhas","2177930","4","7","0","0","0","0","2073","Candle Shop"
"76148","8","0","SWAG SCENTS ~ HIRING","2345465","1","10","0","0","0","0","2059","Candle Shop"
"76375","8","0","mandanachuvas Candle Shop","2075393","0","4","0","0","0","0","2047","Candle Shop"
"77358","8","0","Coalescent Candle Co.","1995882","0","7","0","0","0","0","1993","Candle Shop"
"77514","8","0","Scented Lights","2228598","4","9","0","0","0","0","1983","Candle Shop"
"77610","8","0","Kedai Lilin Mek Bungo","1464752","0","4","0","0","0","0","1979","Candle Shop"
"77614","8","0","Fire and Ice","2139607","0","10","0","0","0","0","1978","Candle Shop"
"77708","8","0","Ez &#039;s Candle Shop","2250696","3","9","0","0","0","0","1974","Candle Shop"
"77757","8","0","p0i53n c4ndl3","2552149","1","10","0","0","0","0","1972","Candle Shop"
"78926","8","0","Star Light","2266829","0","4","0","0","0","0","1904","Candle Shop"
"79102","8","0","TheCandleCo.","2298064","0","9","0","0","0","0","1895","Candle Shop"
"79472","8","0","Himmelsbla energy","2493336","0","10","0","0","0","0","1872","Candle Shop"
"79479","8","0","Inferno Candles","2233628","1","5","0","0","0","0","1871","Candle Shop"
"79483","8","0","Sacred Flame","2274236","4","9","0","0","0","0","1871","Candle Shop"
"79821","8","0","Panda Candle Shop","1800313","0","10","0","0","0","0","1851","Candle Shop"
"79953","8","0","Twin Flames LLC","2247609","3","9","0","0","0","0","1843","Candle Shop"
"79979","8","0","Jman88s Candle Shop","2292833","0","4","0","0","0","0","1842","Candle Shop"
"80257","8","0","sandeep_10033s Candle Shop","1436048","0","4","0","0","0","0","1825","Candle Shop"
"80527","8","0","__killers Candle Shop","2356248","0","4","0","0","0","0","1809","Candle Shop"
"80686","8","0","Melting Candles","2315843","2","4","0","0","0","0","1802","Candle Shop"
"80876","8","0","Candle Shopee","1934894","0","9","0","0","0","0","1792","Candle Shop"
"80909","8","0","Midnight Light","2376245","3","9","0","0","0","0","1790","Candle Shop"
"81272","8","0","Wee Willy Winkies","2362395","1","4","0","0","0","0","1770","Candle Shop"
"81348","8","0","Chantler","2106245","0","4","0","0","0","0","1765","Candle Shop"
"81888","8","0","Candles Of Finn","2183573","2","9","0","0","0","0","1736","Candle Shop"
"81921","8","0","Weorder4us Candle Shop","2391428","1","5","0","0","0","0","1734","Candle Shop"
"82946","8","0","I can see you!","2048840","3","9","0","0","0","0","1676","Candle Shop"
"83129","8","0","Things That Make Scents","2458759","6","9","0","0","0","0","1666","Candle Shop"
"83394","8","0","Kaki Candles","2465206","4","8","0","0","0","0","1649","Candle Shop"
"83711","8","0","Gloryhole :o","2231300","0","5","0","0","0","0","1632","Candle Shop"
"83764","8","0","That candle store","2482341","1","7","0","0","0","0","1629","Candle Shop"
"83787","8","0","Broda_s Candle Shop","2466732","4","6","0","0","0","0","1628","Candle Shop"
"83920","8","0","Medic Candle","2496099","2","5","0","0","0","0","1621","Candle Shop"
"84039","8","0","Caribbean Scents","1904055","1","9","0","0","0","0","1616","Candle Shop"
"84108","8","0","Defense Pockets","2502093","0","9","0","0","0","0","1613","Candle Shop"
"84220","8","0","acoLIGHT Inc.","2511096","9","9","0","0","0","0","1606","Candle Shop"
"84429","8","0","RichardGozinias Candle Shop","2258465","3","4","0","0","0","0","1595","Candle Shop"
"84563","8","0","Subpar Scentz","2457495","2","9","0","0","0","0","1587","Candle Shop"
"85147","8","0","Brotherhood Bliss","2253322","1","9","0","0","0","0","1562","Candle Shop"
"85717","8","0","Hope ( Hiring Any Stat )","1467223","0","10","0","0","0","0","1529","Candle Shop"
"85875","8","0","INVADERS CANDLES[HIRING]","2238025","1","10","0","0","0","0","1520","Candle Shop"
"85969","8","0","Lentes Candle Shop","2412781","0","4","0","0","0","0","1512","Candle Shop"
"86117","8","0","Candleshop (Hiring)","2565323","1","9","0","0","0","0","1503","Candle Shop"
"86179","8","0","Wicks n&#039; More","2315874","1","4","0","0","0","0","1499","Candle Shop"
"86478","8","0","Wax Works","2282749","0","10","0","0","0","0","1480","Candle Shop"
"86992","8","0","Jenifer021s Candle Shop","2503513","0","4","0","0","0","0","1448","Candle Shop"
"87447","8","0","Silver Lights (hiring)","2463064","1","10","0","0","0","0","1417","Candle Shop"
"87479","8","0","ristantohadis Candle Shop","2452059","2","4","0","0","0","0","1415","Candle Shop"
"87511","8","0","d-swaggers Candle Shop","1988931","1","4","0","0","0","0","1414","Candle Shop"
"87777","8","0","Light my way","2161669","1","4","0","0","0","0","1394","Candle Shop"
"87813","8","0","Luminous Lights","2610754","1","9","0","0","0","0","1392","Candle Shop"
"87952","8","0","Marshies Lights","1673331","0","10","0","0","0","0","1384","Candle Shop"
"87953","8","0","Musters Candle Shop","2550394","3","9","0","0","0","0","1384","Candle Shop"
"87983","8","0","T4ym33Ds Candle Shop","939268","0","4","0","0","0","0","1382","Candle Shop"
"88040","8","0","Candle Mon Hiring","2649270","0","10","0","0","0","0","1377","Candle Shop"
"88043","8","0","Wax Play","2620429","2","10","0","0","0","0","1377","Candle Shop"
"88416","8","0","Wax Crafter","2175327","0","10","0","0","0","0","1350","Candle Shop"
